j,TOLLFREE,Company,Title,First Name,Last Name,Address,City,State,Zip,Z4,Carrier Route,Phone Number,Primary SIC Code,County,Number of Employees,Sales Volume,Fax,Website Available,Primary SIC Code Description
j,855-475-3060,ANCORA PIZZERIA SALUMERIA,,,,4508 FRERET ST,NEW ORLEANS,LA,70115,6317,C012,5043241636,581222,ORLEANS,5 to 9,Less than $500000,,ANCORAPIZZA.COM,Pizza
j,855-475-3060,PERIODICAL MARKETING & CNSLTNG,,,,6053 GENERAL HAIG ST,NEW ORLEANS,LA,70124,3821,C041,5044888223,874213,ORLEANS,5 to 9,$500000 to $1 million,,,Marketing Programs & Services
j,855-475-3060,FIXITECH INC,OWNER,TIM,STAHL,6024 PRYTANIA ST,NEW ORLEANS,LA,70118,6019,C034,5048992057,734911,ORLEANS,10 to 19,$500000 to $1 million,,FIXITECH.COM,Building Maintenance
j,855-475-3060,LOUIS W HOWAT & SON DISTRS,OWNER,GERALD,HOWAT,6201 HUMPHREYS ST,NEW ORLEANS,LA,70123,3148,C014,5047342102,503118,JEFFERSON,5 to 9,$10 to 20 million,5047345101,,Kitchen Cabinets-Wholesale
j,855-475-3060,FLETCHER'S COLLISION CTR,,,,315 N GALVEZ ST,NEW ORLEANS,LA,70119,5713,C050,5048212252,753201,ORLEANS,5 to 9,$500000 to $1 million,,,Automobile Body-Repairing & Painting
j,855-475-3060,COPE CRISIS LINE OF VIA LINK,CHIEF EXECUTIVE OFFICER,MARGUERITE,REDWINE,1040 CALHOUN ST,NEW ORLEANS,LA,70118,5914,C034,5042692673,839914,ORLEANS,5 to 9,Unknown,,,Community Action Agencies
j,855-475-3060,AARON'S INVESTMENTS,MANAGER,TONYA,DEBLOIS,2545 PARIS RD,NEW ORLEANS,LA,70129,,R001,5042761099,581228,ORLEANS,10 to 19,$500000 to $1 million,,,Coffee Shops
j,855-475-3060,KEN BROWN & SONS INC,PRESIDENT,DAVID,BROWN,240 S TELEMACHUS ST,NEW ORLEANS,LA,70119,6137,C017,5044846616,507406,ORLEANS,5 to 9,$5 to 10 million,5044846619,KENBROWNANDSONS.COM,Plumbing Fixtures & Supplies-Wholesale
j,855-475-3060,WEARABLE VEGETABLES,,,,5701 CRAWFORD ST STE AA,NEW ORLEANS,LA,70123,5565,C029,5047311027,531104,JEFFERSON,5 to 9,$1 to 2.5 million,,WEARABLEVEGETABLES.COM,Retail Shops
j,855-475-3060,LA CREPE NANOU,OWNER,JOSIE,GRISTINA,5002 PITT ST,NEW ORLEANS,LA,70115,4024,C020,5048994827,581208,ORLEANS,5 to 9,Less than $500000,,,Restaurants
j,855-475-3060,R REDDICK CLEANING,,,,6254 KUEBEL DR,NEW ORLEANS,LA,70126,1424,C006,5043736707,734902,ORLEANS,5 to 9,Less than $500000,,,Janitor Service
j,855-475-3060,GUICO MACHINE WORKS INC,PRESIDENT,ERIC,LEE,1175 1ST ST,NEW ORLEANS,LA,70130,,C003,5043404998,359903,ORLEANS,5 to 9,$2.5 to 5 million,,,Machine Shops (Mfrs)
j,855-475-3060,S & B INFRASTRUCTURE LTD,,,,201 SAINT CHARLES AVE STE 1600,NEW ORLEANS,LA,70170,1500,C034,5044127430,871133,ORLEANS,10 to 19,$1 to 2.5 million,,SBINFRA.COM,Engineers-Professional
j,855-475-3060,NEW ORLEANS CONVENTION INC,CHIEF EXECUTIVE OFFICER,DOTTIE,BELLETTO,501 BASIN ST STE A,NEW ORLEANS,LA,70112,3553,C025,5045611191,738931,ORLEANS,5 to 9,$1 to 2.5 million,5044557103,NOCC.COM,Convention & Meeting Facilities & Svc
j,855-475-3060,MASTER CONSTRUCTION,,,,3001 EARHART BLVD,NEW ORLEANS,LA,70125,1405,C026,5045245633,152144,ORLEANS,5 to 9,$1 to 2.5 million,,,Construction Companies
j,855-475-3060,HERTZ CORP,MANAGER,MATT,ZUSSER,300 JEFFERSON HWY STE 1013,NEW ORLEANS,LA,70121,2543,C009,3186862245,571926,JEFFERSON,5 to 9,$500000 to $1 million,,,Lighting Fixtures-Retail
j,855-475-3060,NOLA'S BAR & GRILL,,,,1355 SAINT BERNARD AVE,NEW ORLEANS,LA,70116,1454,C015,5049401212,581208,ORLEANS,5 to 9,Less than $500000,,,Restaurants
j,855-475-3060,ENGINE PARTS,OWNER,MICHAEL,BEECHER,4133 JEFFERSON HWY,NEW ORLEANS,LA,70121,1533,C004,5048379900,351903,JEFFERSON,10 to 19,$10 to 20 million,5048379913,AMERICANBEARINGSANDSUPPLYLLC.COM,Engines-Diesel-Manufacturers
j,855-475-3060,A-1 FIRE & SAFETY INC,,,,539 IBERVILLE ST,NEW ORLEANS,LA,70130,2319,C040,5045245674,874208,ORLEANS,5 to 9,$500000 to $1 million,,,Safety Consultants
j,855-475-3060,COTTMAN TRANSMISSION CTR,SITE MANAGER,RANDY,CATO,7801 EARHART BLVD STE B,NEW ORLEANS,LA,70125,2515,C022,5044888726,753701,ORLEANS,5 to 9,$500000 to $1 million,,,Transmissions-Automobile
j,855-475-3060,LIGHT BULB DEPOT,MANAGER,CHAD,CLARK,5900 JEFFERSON HWY,NEW ORLEANS,LA,70123,5117,C022,5047330383,364101,JEFFERSON,10 to 19,$10 to 20 million,5047333409,LIGHTBULBDEPOT.COM,Lamp Bulbs-Manufacturers
j,855-475-3060,PAPAS PIZZAS,,,,123 CHARTRES ST,NEW ORLEANS,LA,70130,2311,C040,5045287300,581222,ORLEANS,5 to 9,Less than $500000,,,Pizza
j,855-475-3060,JOEL'S GRAND CUISINE INC,,,,3019 MAGAZINE ST,NEW ORLEANS,LA,70115,2232,C025,5048272400,581208,ORLEANS,10 to 19,$500000 to $1 million,,WWW.JOELS.COM,Restaurants
j,855-475-3060,TULANE UNIV HOSPITAL,,,,1440 CANAL ST,NEW ORLEANS,LA,70112,2703,C025,5049885905,801101,ORLEANS,5 to 9,$1 to 2.5 million,,,Physicians & Surgeons
j,855-475-3060,CHROMATICS,,,,635 BOURBON ST,NEW ORLEANS,LA,70130,2107,C039,5042677169,581301,ORLEANS,5 to 9,Less than $500000,,,Bars
j,855-475-3060,FIRST ZION BAPTIST CHURCH,RELIGIOUS LEADER,THOMAS,NONNERY,1221 CAUSEWAY BLVD,NEW ORLEANS,LA,70121,1927,C008,5048350884,866107,JEFFERSON,5 to 9,Unknown,5048350837,,Churches
j,855-475-3060,AMSAN JANTORIAL SUPPLIES,MANAGER,JOHN,MALDONADO,601 EDWARDS AVE # B,NEW ORLEANS,LA,70123,3118,C014,5048992358,508724,JEFFERSON,5 to 9,$10 to 20 million,,AMSAN.COM,Janitors Equipment/Supplies (Whls)
j,855-475-3060,GREATER ST MARY BAPTIST CHURCH,RELIGIOUS LEADER,JAMES,BROWN,1533 HORACE ST,NEW ORLEANS,LA,70114,3222,C026,5043662611,866107,ORLEANS,5 to 9,Unknown,5043662611,,Churches
j,855-475-3060,LOST LOVE LOUNGE,,,,2529 DAUPHINE ST,NEW ORLEANS,LA,70117,7802,C017,5049492009,581208,ORLEANS,10 to 19,$500000 to $1 million,,,Restaurants
j,855-475-3060,PARTY BUS NEW ORLEANS,MANAGER,BILL,NIER,4640 S CARROLLTON AVE,NEW ORLEANS,LA,70119,6051,C017,5042649441,478977,ORLEANS,5 to 9,$500000 to $1 million,,PARTY-BUS-NEW-ORLEANS.COM,Transportation
j,855-475-3060,HORINOYA RESTAURANT,OWNER,KOMEI,HORIMOTO,920 POYDRAS ST,NEW ORLEANS,LA,70112,1018,C002,5045618914,581208,ORLEANS,5 to 9,Less than $500000,,,Restaurants
j,855-475-3060,TASTE OF SOUL EATERY,,,,2302 SAINT BERNARD AVE,NEW ORLEANS,LA,70119,1502,C033,5049492700,581208,ORLEANS,10 to 19,$500000 to $1 million,,,Restaurants
j,855-475-3060,ZION TRAVELERS SECOND BAPTIST,,,,3719 LAUREL ST,NEW ORLEANS,LA,70115,1329,C052,5048992766,866107,ORLEANS,10 to 19,Unknown,,,Churches
j,855-475-3060,NORTHWIND ENERGY PARTNERS LLC,,,,1100 POYDRAS ST STE 1480,NEW ORLEANS,LA,70163,1407,C019,5045239481,178102,ORLEANS,5 to 9,$1 to 2.5 million,,,Drilling & Boring Contractors
j,855-475-3060,RYAN'S IRISH PUB INC,OWNER,MARTIN,DOHERTY,241 DECATUR ST,NEW ORLEANS,LA,70130,1015,C040,5045233500,581301,ORLEANS,5 to 9,Less than $500000,,,Bars
j,855-475-3060,SLIDELL MARBLE CO,,,,DANNY ST,NEW ORLEANS,LA,70130,,,5045258175,503201,ORLEANS,5 to 9,$5 to 10 million,,,Marble-Cultured (Whls)
j,855-475-3060,T & Q FOOD & SPIRITS,,,,1119 DECATUR ST,NEW ORLEANS,LA,70116,2605,C011,5045860563,581208,ORLEANS,10 to 19,$500000 to $1 million,,,Restaurants
j,855-475-3060,LLOYD DENNIS' CONSULTING,PRESIDENT,LLOYD,DENNIS,5638 JEFFERSON HWY,NEW ORLEANS,LA,70123,5111,C022,5045086363,504604,JEFFERSON,5 to 9,$10 to 20 million,5042199060,,Restaurant Equipment & Supplies (Whls)
j,855-475-3060,MUSIC PLACE,OWNER,CHRIS,BAILEY,1403 ANNUNCIATION ST,NEW ORLEANS,LA,70130,4509,C028,5044129995,738947,ORLEANS,5 to 9,$500000 to $1 million,,MUSICSHED.NET,Recording Studios
j,855-475-3060,COURSEAULT COMMERCIAL INC,MANAGER,BRIAN,MC CONDUIT,6305 ELYSIAN FIELDS AVE STE 405,NEW ORLEANS,LA,70122,4284,C009,5042862421,152103,ORLEANS,10 to 19,$2.5 to 5 million,,CCI-ATLANTA.COM,General Contractors
j,855-475-3060,JACQUES-IMO'S,,,,8328 OAK ST,NEW ORLEANS,LA,70118,2044,C040,5048617356,581208,ORLEANS,5 to 9,Less than $500000,,,Restaurants
j,855-475-3060,LAMOTHE HOUSE HOTEL,MANAGER,C,WALKER,621 ESPLANADE AVE,NEW ORLEANS,LA,70116,2018,C008,5049471161,701101,ORLEANS,10 to 19,Less than $500000,5042184297,FRENCHQUARTERGUESTHOUSES.COM,Hotels & Motels
j,855-475-3060,TADA MARKETING SOLUTIONS,,,,1627 SAINT CHARLES AVE,NEW ORLEANS,LA,70130,4435,C015,5043094309,874214,ORLEANS,5 to 9,$500000 to $1 million,,,Marketing Consultants
j,855-475-3060,TRILLIUM STAFFING SOLUTIONS,MANAGER,DAVID,BARRIOS,2929 TULANE AVE,NEW ORLEANS,LA,70119,7343,C010,5048210772,736105,ORLEANS,5 to 9,Less than $500000,5048210779,,Executive Search Consultants
j,855-475-3060,CHRISTINA M GERARVE LLC,,,,650 POYDRAS ST,NEW ORLEANS,LA,70130,6101,C027,5046203800,872101,ORLEANS,5 to 9,Less than $500000,,,Accountants
j,855-475-3060,BROADMOOR FITNESS CTR,,,,4200 WASHINGTON AVE,NEW ORLEANS,LA,70125,1944,C019,5048216064,799101,ORLEANS,5 to 9,Less than $500000,,,Health Clubs Studios & Gymnasiums
j,855-475-3060,POSITIVE LIVING TREATMENT CTR,MARKETING,TERRY,NEWHARD,3330 CANAL ST,NEW ORLEANS,LA,70119,6206,C045,5048272701,806301,ORLEANS,10 to 19,$1 to 2.5 million,,,Mental Health Services
j,855-475-3060,EIFFEL SOCIETY,SALES EXECUTIVE,JAIME,GARZA,2040 SAINT CHARLES AVE,NEW ORLEANS,LA,70130,5319,C016,5045252951,581234,ORLEANS,5 to 9,Less than $500000,,,Wedding & Reception Sites
j,855-475-3060,BILLY'S CONTAINERS LLC,,,,1001 N CARROLLTON AVE,NEW ORLEANS,LA,70119,3711,C027,5044443485,495302,ORLEANS,5 to 9,$1 to 2.5 million,,,Garbage Collection
j,855-475-3060,CANAL STREET BISTRO,,,,3903 CANAL ST,NEW ORLEANS,LA,70119,6001,C017,5044821225,581208,ORLEANS,5 to 9,Less than $500000,,,Restaurants
j,855-475-3060,OMNI BUILDERS,,,,602 N CORTEZ ST,NEW ORLEANS,LA,70119,4806,C056,5044446200,152103,ORLEANS,5 to 9,$1 to 2.5 million,,OMNI-BUILDERS.COM,General Contractors
j,855-475-3060,WEIR ENVIRONMENTAL LLC,PRESIDENT,AMANDA,WEIR,5732 SALMEN ST STE C,NEW ORLEANS,LA,70123,2288,C025,5043249667,873111,JEFFERSON,5 to 9,Unknown,5043336279,WEIRENV.COM,Environmental & Ecological Services
j,855-475-3060,NEW ORLEANS BAYOU STEPPERS,,,,1600 ORETHA CASTLE HALEY BLVD,NEW ORLEANS,LA,70113,1311,C012,5049480917,596104,ORLEANS,5 to 9,$2.5 to 5 million,,SILENCEISVIOLENCE.ORG,E-Commerce
j,855-475-3060,DEEP'S AUDIO & CUSTOMS LLC,,,,3736 DOWNMAN RD,NEW ORLEANS,LA,70126,5150,C004,5043096415,573113,ORLEANS,5 to 9,$1 to 2.5 million,,,Audio-Visual Equipment-Dealers
j,855-475-3060,GULF COAST CONSTR CAREERS CTR,PRINCIPAL,ART,LUJAN,1100 POYDRAS ST STE 2870,NEW ORLEANS,LA,70163,2801,C019,5048584537,152144,ORLEANS,10 to 19,$2.5 to 5 million,,,Construction Companies
j,855-475-3060,ALBERT BROWN SALON,OWNER,ALBERT,BROWN,3424 MAGAZINE ST,NEW ORLEANS,LA,70115,2413,C047,5048610090,723106,ORLEANS,5 to 9,Less than $500000,5048611090,ALBERTBROWNSALON.COM,Beauty Salons
j,855-475-3060,LFC,,,,629 BARONNE ST,NEW ORLEANS,LA,70113,1003,C010,5045247679,628204,ORLEANS,5 to 9,$5 to 10 million,,,Financing Consultants
j,855-475-3060,CAVA RESTAURANT,,,,789 HARRISON AVE,NEW ORLEANS,LA,70124,3155,C027,5043049034,581208,ORLEANS,5 to 9,Less than $500000,,,Restaurants
j,855-475-3060,ONE RIVER PLACE,MANAGER,DAVID,LOFASO,600 PORT OF NEW ORLEANS PL,NEW ORLEANS,LA,70130,1684,C029,5045231300,651301,ORLEANS,10 to 19,$2.5 to 5 million,5045231520,ONERIVERPLACEATLANTA.COM,Condominiums
j,855-475-3060,YOUNG LAW FIRM,OWNER,TIMOTHY,YOUNG,400 POYDRAS ST STE 2090,NEW ORLEANS,LA,70130,3235,C029,5046804100,811103,ORLEANS,5 to 9,$500000 to $1 million,,THEYOUNGFIRM.COM,Attorneys
j,855-475-3060,CLASSY SHEARS SALON,OWNER,NATALIE,TERO,3815 FRENCHMEN ST,NEW ORLEANS,LA,70122,3761,C030,5049484233,723106,ORLEANS,5 to 9,Less than $500000,,CLASSYSHEARSLACEWIGS.COM,Beauty Salons
j,855-475-3060,CAMPOS MEDICAL SUPL PHARM INC,,,,660 DISTRIBUTORS ROW,NEW ORLEANS,LA,70123,3230,C014,5047292426,591205,JEFFERSON,5 to 9,$1 to 2.5 million,,,Pharmacies
j,855-475-3060,ORTHOPEDIC PHYSICAL THRPY-NEW,,,,714 DUBLIN ST,NEW ORLEANS,LA,70118,1022,C032,5048626636,804918,ORLEANS,5 to 9,Less than $500000,,OPTNO.COM,Physical Therapists
j,855-475-3060,ANDREW JACKSON CONDOMINIUMS,MANAGER,RUSSELL,BORNE,1550 2ND ST,NEW ORLEANS,LA,70130,5937,C005,5048913708,651301,ORLEANS,5 to 9,$1 to 2.5 million,,,Condominiums
j,855-475-3060,NOLA TATTOO,OWNER,ELAYNE,ANGEL,1128 DECATUR ST,NEW ORLEANS,LA,70116,2606,C011,5045246147,729943,ORLEANS,5 to 9,Less than $500000,5045292366,NOLATATTOO.COM,Tattooing
j,855-475-3060,RIVER GARDEN APARTMENTS,MANAGER,TERRIE,MCCURDY,913 FELICITY ST,NEW ORLEANS,LA,70130,4670,C028,5044128216,651303,ORLEANS,10 to 19,$1 to 2.5 million,,,Apartments
j,855-475-3060,GEORGIA'S SOUL FOOD,,,,1200 TECHE ST,NEW ORLEANS,LA,70114,5740,C039,5043095199,581208,ORLEANS,5 to 9,Less than $500000,,,Restaurants
j,855-475-3060,CLEARVIEW VETERINARY HOSPITAL,,,,4407 VETERANS BLVD,NEW ORLEANS,LA,70129,,,5046621067,74201,ORLEANS,5 to 9,$500000 to $1 million,,CLEARVIEWVET.COM,Veterinarians
j,855-475-3060,HOME MORTGAGE CONSULTANTS,PRESIDENT,MICHAEL,ANKOVIAK,505 HIGHWAY 169 N STE 325,MINNEAPOLIS,MN,55441,8797,C024,7635951883,616201,HENNEPIN,10 to 19,$2.5 to 5 million,7635951732,HMCINCORP.COM,Real Estate Loans
j,855-475-3060,MEDICO TECHNOLOGICAL RESEARCH,OWNER,J,WILD,4262 ALABAMA AVE S,MINNEAPOLIS,MN,55416,3105,C032,9529208279,801101,HENNEPIN,5 to 9,$500000 to $1 million,,,Physicians & Surgeons
j,855-475-3060,JCJ ASSOCIATES,OWNER,JIM,COEN,6103 HABITAT CT S,MINNEAPOLIS,MN,55436,1643,C018,6125184018,581208,HENNEPIN,10 to 19,Less than $500000,,,Restaurants
j,855-475-3060,LIBERIA BUILD PROJECT NON PRFT,EXECUTIVE DIRECTOR,DANIEL,GBOGAR,7420 UNITY AVE N,MINNEAPOLIS,MN,55443,3143,C054,7635601347,832218,HENNEPIN,5 to 9,Unknown,,LIBERIABUILDPROJECT.ORG,Social Service & Welfare Organizations
j,855-475-3060,SPY HOUSE COFFEE ROASTERS,,,,945 BROADWAY ST NE,MINNEAPOLIS,MN,55413,1471,C003,6123454330,209502,HENNEPIN,5 to 9,$2.5 to 5 million,,,Coffee Mills (Mfrs)
j,855-475-3060,HSH SUPPLY INC,,,,10210 PALM ST NW,MINNEAPOLIS,MN,55433,5139,C046,7637800964,521126,ANOKA,5 to 9,$1 to 2.5 million,,,Building Materials
j,855-475-3060,NEW HORIZON KIDS QUEST INC,,,,3405 ANNAPOLIS LN N STE 100,MINNEAPOLIS,MN,55447,5343,C017,7635571111,835101,HENNEPIN,10 to 19,Unknown,7633836101,KIDSQUEST.COM,Child Care Service
j,855-475-3060,MINNESOTA ASIAN/AMER HEALTH,,,,3702 E LAKE ST,MINNEAPOLIS,MN,55406,2161,C005,6124550208,873206,HENNEPIN,5 to 9,Unknown,,,Research Service
j,855-475-3060,HEADWINDS DENTAL SUPPLY,,,,1011 W BROADWAY AVE,MINNEAPOLIS,MN,55411,2531,C022,6127674535,504719,HENNEPIN,5 to 9,$10 to 20 million,,,Dental Equipment & Supplies-Wholesale
j,855-475-3060,INDEPENDENT HOME CARE AGENCY,,,,3300 COUNTY ROAD 10,MINNEAPOLIS,MN,55429,3072,C008,7632055763,808201,HENNEPIN,10 to 19,$500000 to $1 million,,,Home Health Service
j,855-475-3060,FOUR PAWS & A TAIL,OWNER,KRISTIN,SMITH,120 NORTHTOWN DR NE,MINNEAPOLIS,MN,55434,1035,C018,7637860139,599930,ANOKA,5 to 9,$1 to 2.5 million,,,Pet Shops
j,855-475-3060,WESTWOOD UNION 76,,,,7200 CEDAR LAKE RD S,MINNEAPOLIS,MN,55426,2725,C013,7635442110,554101,HENNEPIN,5 to 9,$2.5 to 5 million,,76.COM,Service Stations-Gasoline & Oil
j,855-475-3060,OTNESS MANAGEMENT CO,,,,7517 WASHINGTON AVE S,MINNEAPOLIS,MN,55439,2414,C035,9529270612,701101,HENNEPIN,5 to 9,Less than $500000,,,Hotels & Motels
j,855-475-3060,MINNESOTA EDUCATION CORPS,,,,2400 PARK AVE,MINNEAPOLIS,MN,55404,3713,C014,6122063030,829929,HENNEPIN,10 to 19,Unknown,,,Educational Service-Business
j,855-475-3060,ADVANCED MEDICAL DIAGNOSTIC,,,,2104 NORTHDALE BLVD NW STE 220,MINNEAPOLIS,MN,55433,3046,C023,7632872300,801101,ANOKA,5 to 9,$1 to 2.5 million,,,Physicians & Surgeons
j,855-475-3060,AUTOMATED ENGINEERING SVC INC,VICE PRESIDENT,TOM,VOGEL,15010 23RD AVE N,MINNEAPOLIS,MN,55447,4710,C020,7635594400,871111,HENNEPIN,5 to 9,$1 to 2.5 million,7635570307,AES.COM,Engineers-Consulting
j,855-475-3060,VICTORS BAR & GRILL,,,,7941 SOUTHTOWN CTR,MINNEAPOLIS,MN,55431,1323,C030,9528889248,581208,HENNEPIN,10 to 19,Less than $500000,,,Restaurants
j,855-475-3060,CROWN STAMP & ENGRAVING,CHIEF EXECUTIVE OFFICER,KAREN,PREST,1000 BOONE AVE N STE 680,MINNEAPOLIS,MN,55427,4474,C025,7635438243,594306,HENNEPIN,5 to 9,$1 to 2.5 million,7635438244,,Rubber & Plastic Stamps
j,855-475-3060,RAV TECHNOLOGIES,PRESIDENT,TIM,RIVAS,2475 XENIUM LN N,MINNEAPOLIS,MN,55441,3625,C028,7635444400,572202,HENNEPIN,5 to 9,$1 to 2.5 million,,RAVTECHNOLOGIES.COM,Appliances-Household-Major-Dealers
j,855-475-3060,CENTURY INSULATION,,,,950 COUNTY HIGHWAY 10 STE 115,MINNEAPOLIS,MN,55432,1265,C005,7632700052,174205,ANOKA,5 to 9,$500000 to $1 million,,,Insulation Contractors-Cold & Heat
j,855-475-3060,MACLEOD-CO THE HOLISTIC MKTNG,,,,610 9TH ST SE # 009,MINNEAPOLIS,MN,55414,4117,C010,6123155200,731115,HENNEPIN,10 to 19,$2.5 to 5 million,,WWW.MACLEODANDCO.COM,Advertising Marketing
j,855-475-3060,TECHNICAL MACHINE INC,OWNER,RICHARD,OWENS,10755 MANKATO ST NE,MINNEAPOLIS,MN,55449,5239,C026,7637851553,359903,ANOKA,5 to 9,$1 to 2.5 million,,TECHNICALMACHINEINC.COM,Machine Shops (Mfrs)
j,855-475-3060,BABBLE-ON RECORDING STUDIOS,OWNER,ANDRE,BERGERON,12 S 6TH ST STE 1221,MINNEAPOLIS,MN,55402,1516,C016,6123750533,738947,HENNEPIN,5 to 9,$500000 to $1 million,,,Recording Studios
j,855-475-3060,KURT SALMON,PARTNER,LARRY,STERLE,120 S 6TH ST STE 1600,MINNEAPOLIS,MN,55402,5167,C015,6123781700,874201,HENNEPIN,10 to 19,$2.5 to 5 million,6123394477,KURTSALMON.COM,Business Management Consultants
j,855-475-3060,ALL TEST & INSPECTION,OWNER,SCOTT,WINTERS,9998 GOODHUE ST NE,MINNEAPOLIS,MN,55449,4437,C015,7637802312,769918,ANOKA,5 to 9,$1 to 2.5 million,7637802475,ALLTEST.COM,Cranes-Repairing
j,855-475-3060,FELDJAGERS LAWN CARE,CHIEF EXECUTIVE OFFICER,JIM,THIEWES,2233 49TH AVE N,MINNEAPOLIS,MN,55430,3758,C009,6122674646,78206,HENNEPIN,5 to 9,$500000 to $1 million,,,Lawn & Grounds Maintenance
j,855-475-3060,MACHINED PARTS INC,OWNER,RANDY,BRUNN,7859 BEECH ST NE,MINNEAPOLIS,MN,55432,2530,C009,7635718075,359903,ANOKA,5 to 9,$500000 to $1 million,7635722334,,Machine Shops (Mfrs)
j,855-475-3060,LAKE REGION MOVING & STORAGE,OWNER,DALE,ERICKSON,9909 S SHORE DR,MINNEAPOLIS,MN,55441,5037,C003,6123325922,421401,HENNEPIN,5 to 9,$1 to 2.5 million,,,Movers
j,855-475-3060,JEFFREY MAGNUS LAW OFFICES,MANAGER,JEFFREY,MAGNUS,5600 W 83RD ST STE 550,MINNEAPOLIS,MN,55437,1077,C026,9522853600,811103,HENNEPIN,10 to 19,$1 to 2.5 million,,,Attorneys
j,855-475-3060,GENEVA SERVICES CO,MANAGER,ANNTIONETTE,BEASLEY,6000 BASS LAKE RD STE 213,MINNEAPOLIS,MN,55429,2772,C024,6125220953,509312,HENNEPIN,10 to 19,$20 to 50 million,,,Recycling Centers (Whls)
j,855-475-3060,DENTAL SERVICES GROUP,MANAGER,RICK,EVERSON,5775 WAYZATA BLVD STE 890,MINNEAPOLIS,MN,55416,1235,C039,9523456300,384398,HENNEPIN,10 to 19,$2.5 to 5 million,,DENTALSERVICES.NET,Dental Equipment & Supplies-Mfrs
j,855-475-3060,ARCHITECTURAL ANTIQUES,PRESIDENT,SCOTT,ANDERSON,1330 QUINCY ST NE,MINNEAPOLIS,MN,55413,1541,C003,6123328344,593202,HENNEPIN,5 to 9,Less than $500000,6123328967,ARCHANTIQUES.COM,Antiques-Dealers
j,855-475-3060,SEWARD INC,OWNER,GREG,SALES,2200 E FRANKLIN AVE STE 200,MINNEAPOLIS,MN,55404,2395,C008,6127214444,274119,HENNEPIN,10 to 19,$2.5 to 5 million,6127214443,SEWARDINC.COM,Multimedia (Mfrs)
j,855-475-3060,FUJITSU MICROELECTRONICS,,,,3800 AMERICAN BLVD W,MINNEAPOLIS,MN,55431,4420,C024,9528935570,573401,HENNEPIN,10 to 19,$2.5 to 5 million,,,Computer Software
j,855-475-3060,WDFG NORTH AMERICA,,,,7630 EXCELSIOR BLVD,MINNEAPOLIS,MN,55426,4518,C018,6512044220,594712,HENNEPIN,5 to 9,$500000 to $1 million,,,Gift Shops
j,855-475-3060,NORTH SUBURBAN FAMILY PHYS,,,,576 APPOLLO DR,MINNEAPOLIS,MN,55420,,,9529676620,801104,HENNEPIN,5 to 9,$1 to 2.5 million,,,Clinics
j,855-475-3060,BEISEL & DUNLEVY PA,PARTNER,BRADLEY,BEISEL,730 2ND AVE S STE 282,MINNEAPOLIS,MN,55402,2444,C005,6124364343,811103,HENNEPIN,10 to 19,$1 to 2.5 million,,BDMNLAW.COM,Attorneys
j,855-475-3060,MIDWEST LEASING & FINANCIAL,OWNER,KEN,VALLEY,10 S 5TH ST,MINNEAPOLIS,MN,55402,1012,C012,6123328263,735933,HENNEPIN,5 to 9,$1 to 2.5 million,,,Leasing Service
j,855-475-3060,RAINVILLE BROTHERS FUNERAL HM,OWNER,TIMOTHY,TAYLOR,2301 CENTRAL AVE NE,MINNEAPOLIS,MN,55418,3709,C005,6127893571,726103,HENNEPIN,5 to 9,$500000 to $1 million,6127894854,,Funeral Directors
j,855-475-3060,MESHBESHER & ASSOC,OWNER,STEVEN,MESHBESHER,10 S 5TH ST STE 225,MINNEAPOLIS,MN,55402,1029,C012,6123322000,811103,HENNEPIN,5 to 9,$500000 to $1 million,,STEVEMESHBESHER.COM,Attorneys
j,855-475-3060,DICKSON MICHAEL P,,,,185 E 17TH ST,MINNEAPOLIS,MN,55403,,C002,6127812445,173101,HENNEPIN,5 to 9,$1 to 2.5 million,,,Electric Contractors
j,855-475-3060,AQUALAND AQUARIUM CTR,OWNER,DENNIS,KUEHLMAN,5355 CHICAGO AVE,MINNEAPOLIS,MN,55417,1733,C009,6128255666,599910,HENNEPIN,5 to 9,$1 to 2.5 million,6128220067,,Tropical Fish-Retail
j,855-475-3060,FAMILY DIGEST,OWNER,CLANCY,MYLAN,7008 WALKER ST,MINNEAPOLIS,MN,55426,4222,C014,9529296765,275202,HENNEPIN,10 to 19,$1 to 2.5 million,9529296765,FAMILYDIGEST.COM,Printers (Mfrs)
j,855-475-3060,EVENSON'S HALLMARK,SITE MANAGER,LYLA,CHRISTIANSON,26 W 66TH ST,MINNEAPOLIS,MN,55423,2316,C008,6128667400,594712,HENNEPIN,5 to 9,$500000 to $1 million,,HALLMARK.COM,Gift Shops
j,855-475-3060,MASJID SHAAFICI CULTURAL CTR,,,,406 CEDAR AVE S,MINNEAPOLIS,MN,55454,1033,C035,6123385144,799935,HENNEPIN,5 to 9,Less than $500000,,,Halls & Auditoriums
j,855-475-3060,NICOLLET PROPERTY MGMT LLC,,,,701 4TH AVE S,MINNEAPOLIS,MN,55415,1600,C089,6123379052,653108,HENNEPIN,5 to 9,$1 to 2.5 million,,,Real Estate Management
j,855-475-3060,FORTE FITNESS,,,,6510 W LAKE ST,MINNEAPOLIS,MN,55426,4205,C014,9529262687,799101,HENNEPIN,5 to 9,Less than $500000,,,Health Clubs Studios & Gymnasiums
