export_created,job_id,high_priority,req_inkjet,export_company_name,name,qty_est,qty,jobtype,num_inserts,color,export_duedate,export_cur_status,purls,delivery,export_coordinator,paid,invoice,postage_class,postage_type,postage_amt,postage_affixed,postage_due,total,dist_type,mailsize,papertype,fold_type,snap_seal,snap_paper,paper_color,envelopepaper,envelopetype,permit,export_vend_name,export_sales,bw_color,simp_dup,rsm_provided_data,custom_envelope,variable_streetview,data_cost,parent_sheet_size,freight,quoted,add_expenses,clicks_n_paper,labor,production_notes,sf_freight,sf_pmod,sf_quoted,sf_clicks_paper,sf_labor,sf_data,sf_data_po,sf_outside_print,sf_op_po,sf_addit_expense,sf_addit_po
2018-12-28 09:05:25,63316,,0,Snap Pack Mail,PAYPROTEC - EBT Snaps - STD - Drop 3,2401,2401,Snap Pack,,4/1,2019-01-02 00:00:00,Done,0,,Leslie Moores,true,231169,Standard,Permit Imprint,666.95,,,948.46,None,,20#,Z-Fold,Pressure Seal,Blue on White,White,,,,"[""RS W.Sac""]",Andy Cody,1,2,0,0,0,,8.5x14,,,,,,"PRINT
4/1
8.5X14 Z FOLD PRESSURE SEAL BLUE/WHT

FOLD
Z FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY]
PREPARE FOR DELIVERY TO THE P.O.",,,,,,,,,,,
2018-12-28 09:38:15,63317,,0,Snap Pack Mail,Driving Force - SOC - LETTER - DROP 179,3003,2987,Letter,1,1/1,2018-12-29 00:00:00,Done,0,,Leslie Moores,true,231170,First Class Pre-Sort,Permit Imprint,1222.89,,,1426.07,None,,60#,,,,White,White #10,Single Window,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,0,0,,8.5x11,,,,,,"PRINT
1/1 
8.5X11 60# WHITE PAPER

FOLD
C-FOLD

INSERT
INTO #10 SINGLE WINDOW WHITE ENVELOPES 1ST CLASS 1935

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. ",,,,,,,,,,,
2018-12-28 09:45:05,63318,,0,"Advance Marketing Mail, Inc.",17258 PCF - Best Loan Guarantee_12_31_18,3465,3465,Snap Pack,,1/1,2018-12-31 00:00:00,Done,0,,Ashley Brogdon,true,,First Class Pre-Sort,Permit Imprint,0.00,,,0.00,None,8.5x11,20#,C-Fold,Pressure Seal,Blue Window Check Snaps,White,,,1908,"[""RS W.Sac""]",Andy Cody,0,2,0,0,0,,8.5x11,,,,,,"Color: 1/1

Paper: 8.5X11, Blue Window Check, 

Folding: C-Fold & Pressure Seal 

Mail,
sort, bundle and Tray- 1st class

DUE: 12/31/2018
",,,,,,,,,,,
2018-12-28 11:06:53,63322,,0,Snap Pack Mail,Driving Force - Dove NON QM - Snaps - Drop 153,5000,5004,Snap Pack,,1/1,2019-01-03 00:00:00,Done,0,,Leslie Moores,true,231216,Standard,Permit Imprint,1254.24,,,1820.58,PMOD,,20#,Half Fold,Pressure Seal,Black & White,White,,,,"[""RS W.Sac""]",Andy Cody,0,2,0,0,0,,8.5x11,,,,,,"print
1/1

8.5 x 11 blk/wht pressure seal 

half-fold & snap

mail
sort,bundle&tray

prepare for delivery to the p.o- PMOD",,,,,,,,,,,
2018-12-28 11:24:08,63323,,0,Snap Pack Mail,Drop 8,7915,7871,Snap Pack,,1/0,2019-01-02 00:00:00,Done,0,,Leslie Moores,true,231183,Standard,Permit Imprint,1908.67,,,2784.50,PMOD,,20#,Z-Fold,Pressure Seal,Black & White,White,,,,"[""RS W.Sac""]",Andy Cody,0,1,0,0,0,,8.5x11,,,,,,"PRINT
1/0
8.5X11 Z FOLD PRESSURE SEAL BLK/WHT

FOLD
Z FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- PMOD",,,,,,,,,,,
2018-12-28 11:35:48,63324,,0,"1st Rate Home Mortgage, Inc. - NORTH BRANCH",NORTH FHA LETTER HALF WINDOW DROP 1 - 12.29.18,2250,2253,Letter,1,4/0,2018-12-29 00:00:00,Done,0,,Ray Pruitt,true,231175,First Class Pre-Sort,Permit Imprint,917.11,,,1609.32,,,60#,,,,White,#10 White,Half Window,,"[""RS W.Sac""]",Bobby Caruso,1,1,0,0,1,,8.5x11,,,,,,"PRINT
4/0
Print 8.5x11 60# bond white paper

FOLD
Tri-fold

INSERT (1)
Insert letter into #10 half window white envelope with 1st class indicia

MAIL
Sort, bundle, and tray - 1st class 12/29/2018",,,,,,,,,,,
2018-12-28 11:47:52,63325,,1,Think Ink Admin,AFSCME Union Bumper,22230,21140,Self Mailer,,1/0,2019-01-09 00:00:00,Done,0,,Lindsey Hemphill,true,231359,Standard,Permit Imprint,0.00,,,3371.00,Drop Ship,6x9,Supplied,C-Fold,,,Green,,,THINK,"[""RS W.Sac""]",Heather Lunsford,0,1,,0,,,8.5x11,,,,,,"GLUE DOT supplied bumper stickers

APPLY bumper stickers in middle of tri-fold

INKJET 1/0

Indicia:

PRESORT
STANDARD
US POSTAGE
PAID
THINK

Address Block:

endorse
first last
address
city, st zip
imbarcode

APPLY two tabs to top of mail piece

MAIL sort, bundle, & tray - Drop Ship 1/07",,,,,,,,,,,
2018-12-28 11:48:43,63326,,1,Baja Printing USA M&C,La Colonia Return Mailer,4840,4829,Letter,4,4/1,2019-01-17 00:00:00,Done,0,,Heather Lunsford,true,231168,Non-Profit,Permit Imprint,654.87,,,1688.03,None,,20#,,,,White,,,,"[""RS W.Sac""]",Contact user not set,1,2,0,1,0,,8.5x11,,,,,,"*******ATTENTION! THIS JOB HAS 3 INSERTS!!! LETTER, BROCHURE & #9 REPLY******************

PRINT QTY: 4829

LETTER - 8.5 x 11 #60 white paper
Print - 4/1
Fold - Tri-fold

BROCHURE - 11x17 100# gloss cover - 2up
Print - 4/4
Cut - cut to 8.5x11
Fold - Tri-fold

INSERT - letter, brochure and #9 return envelope (RS INTERNAL JOB # 64030) into custom #10 single window envelope (RS INTERNAL JOB # 64029)


MAIL - Sort, bundle & tray

Prepare for delivery to the P.O- Nonprofit",,,,,,,,,,,
2018-12-28 12:37:19,63329,,0,"Strategic REI, Inc",strategic rei green card 010219,13701,13694,Post Card,,1/1,2019-01-02 00:00:00,Done,0,,Lindsey Hemphill,true,231172,First Class Pre-Sort,Permit Imprint,3482.46,,,4485.73,None,4 x 6,Martian,,,,Green,,,,"[""RS W.Sac""]",Bobby Caruso,0,2,0,,0,,23x35,,,,,,"PRINT 1/1
QTY: 1,712 Sheets
8 up on 11x17 Martian Green paper

CHOP cut down to final size of 4x5.5

MAIL sort, bundle, & tray - 1st class 1/02",,,,,,,,,,,
2018-12-28 12:38:32,63330,,0,"Strategic REI, Inc",strategic rei green card  011119,13700,13699,Post Card,,1/1,2019-01-11 00:00:00,Done,0,,Lindsey Hemphill,true,231173,First Class Pre-Sort,Permit Imprint,3483.28,,,4487.23,None,4 x 6,Martian,,,,Green,,,1935,"[""RS W.Sac""]",Bobby Caruso,0,2,0,,0,,23x35,,,,,,"PRINT 1/1
QTY: 1,713 Sheets
8 up on 11x17 Martian Green paper

CHOP cut down to final size of 4x5.5

MAIL sort, bundle, & tray - 1st class 1/11",,,,,,,,,,,
2018-12-28 13:19:28,63331,,0,"1st Rate Home Mortgage, Inc. - NORTH BRANCH",NORTH FHA LETTER HALF WINDOW - DROP 2 - 1.2.19,2250,2236,Letter,1,4/0,2019-01-05 00:00:00,Done,0,,Ray Pruitt,true,231215,First Class Pre-Sort,Permit Imprint,911.59,,,1599.80,None,,20#,,,,White,,,,"[""RS W.Sac""]",Bobby Caruso,1,1,0,0,1,,8.5x11,,,,,,"PRINT
4/0
Print 8.5x11 60# bond white paper

FOLD
Tri-fold

INSERT (1)
Insert letter into #10 half window white envelope with 1st class indicia

MAIL
Sort, bundle, and tray - 1st class 1/5/2019",,,,,,,,,,,
2018-12-28 13:20:39,63332,,0,"1st Rate Home Mortgage, Inc. - NORTH BRANCH",NORTH FHA LETTER HALF WINDOW - DROP 3 - 1.4.19,2250,2227,Letter,1,4/0,2019-01-11 00:00:00,Done,0,,Ray Pruitt,true,231451,First Class Pre-Sort,Permit Imprint,902.77,,,1662.00,None,,60#,,,,White,#10 White,Half Window,,"[""RS W.Sac""]",Bobby Caruso,1,1,0,0,1,,8.5x11,,,,,,"PRINT
4/0
Print 8.5x11 60# bond white paper

FOLD
Tri-fold

INSERT (1)
Insert letter into #10 half window white envelope with 1st class indicia

MAIL
Sort, bundle, and tray - 1st class 1/4/2019",,,,,,,,,,,
2018-12-28 13:43:53,63335,,0,Snap Pack Mail,Imperial Print - Billing Failure Snaps - Drop 405,1434,1259,Snap Pack,,1/1,2018-12-28 00:00:00,Done,0,,Leslie Moores,true,231174,First Class Pre-Sort,Permit Imprint,529.77,,,598.91,None,8.5x11,20#,Half Fold,Converted,White 20#,White,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,8.5x11,,,,,,"100% PRINT & MAIL ANY DAMAGED PIECES 
PLEASE REPRINT, REFOLD, AND MAIL 
**ABSOLUTELY NO EXCEPTIONS** 

PRINT 1/1 
Print 8.5x11 CUSTOM NORTON SHELLS WITH 1ST CLASS INDICIA 

FOLD 
Half-fold and Snap 

MAIL Sort, bundle, and tray - 1st class ",,,,,,,,,,,
2018-12-28 14:26:22,63336,,0,"Strategic REI, Inc",strategic rei green card 010219 remail,10997,10996,Post Card,,1/1,2019-01-02 00:00:00,Done,0,,Lindsey Hemphill,true,231177,First Class Pre-Sort,Permit Imprint,2810.07,,,3333.80,None,4 x 6,Martian,,,,Green,,,1935,"[""RS W.Sac""]",Bobby Caruso,0,2,0,,0,,23x35,,,,,,"PRINT 1/1
QTY: 1,375 Sheets
8 up on 11x17 Martian Green paper

CHOP cut down to final size of 4x5.5

MAIL sort, bundle, & tray - 1st class 1/02",,,,,,,,,,,
2018-12-28 14:26:57,63337,,0,"Strategic REI, Inc",strategic rei green card 010219 remail pt. 2,2413,2412,Post Card,,1/1,2019-01-02 00:00:00,Done,0,,Lindsey Hemphill,true,231178,First Class Pre-Sort,Permit Imprint,622.46,,,758.60,None,4 x 6,Martian,,,,Green,,,1935,"[""RS W.Sac""]",Bobby Caruso,0,2,0,,0,,23x35,,,,,,"PRINT 1/1
QTY: 302 Sheets
8 up on 11x17 Martian Green paper

CHOP cut down to final size of 4x5.5

MAIL sort, bundle, & tray - 1st class 1/02",,,,,,,,,,,
2018-12-28 18:02:21,63339,,1,The Data Suite,RSI - FHA Refi Loans 01-02-19 ***EAGLE INDICIA***,3249,3187,Letter,1,1/0,2019-01-04 00:00:00,Done,0,,Lillian Fansler,true,231348,First Class Pre-Sort,Permit Imprint,1301.06,,,1581.52,,8.5x11,20#,,,,Yellow,White #10,Single Window,1935,"[""RS W.Sac""]",Andy Cody,0,1,0,1,0,,8.5x11,,,,,,"Print
1/0
8.5 x 11 #20 YELLOW paper

Tri-fold

Insert(1)
Into First Class single window env with 1935 ***EAGLE INDICIA*** (NO EXCEPTIONS, MUST BE EAGLE)

Inkjet Return Address: Use # 10 Single Window with First Class ***eagle indicia*** (NO EXCEPTIONS, MUST BE EAGLE)

***PLEASE INCLUDE ALL 3 LINES OF TEXT BELOW IN RETURN ADDRESS:***

For Return Mail 
31726 Rancho Viejo Rd, STE 209 
SJC, CA 92675

Mail
Sort, bundle & tray

Prepare for delivery to the P.O- First Class",,,,,,,,,,,
2018-12-28 18:06:52,63340,,1,The Data Suite,RSI - Conventional 01-02-19 ***EAGLE INDICIA***,1758,1621,Letter,1,1/0,2019-01-04 00:00:00,Done,0,,Lillian Fansler,true,231344,First Class Pre-Sort,Permit Imprint,671.05,,,829.91,,8.5x11,20#,,,,Yellow,White #10,Single Window,1935,"[""RS W.Sac""]",Andy Cody,0,1,0,1,0,,8.5x11,,,,,,"Print
1/0
8.5 x 11 #20 YELLOW paper

Tri-fold

Insert(1)
Into First Class single window env with 1935 ***EAGLE INDICIA*** (NO EXCEPTIONS, MUST BE EAGLE)

Inkjet Return Address: Use # 10 Single Window with First Class ***eagle indicia*** (NO EXCEPTIONS, MUST BE EAGLE)

***PLEASE INCLUDE ALL 3 LINES OF TEXT BELOW IN RETURN ADDRESS:***

For Return Mail 
31726 Rancho Viejo Rd, STE 209 
SJC, CA 92675

Mail
Sort, bundle & tray

Prepare for delivery to the P.O- First Class",,,,,,,,,,,
2018-12-29 14:03:36,63341,,0,"US Educational Financial Solutions, Inc.",USEFS Kit Order 12312018,13,13,Print / Other,,,2019-01-02 00:00:00,Done,0,,Denny Webber,true,231271,,,0.00,,,211.25,,,,,Pressure Seal,,,,,,"[""RS W.Sac""]",Contact user not set,,,,0,,,,,,,,,,,,,,,,,,,,
2018-12-31 06:47:51,63342,,0,Nationwide Marketing Services,USAPSFL123118,20000,19834,Post Card,,1/1,2018-12-31 00:00:00,Done,0,,Lindsey Hemphill,true,231186,First Class Pre-Sort,Permit Imprint,5285.93,,,5851.03,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 2,204 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 12/31",,,,,,,,,,,
2018-12-31 07:03:32,63343,,0,Nationwide Marketing Services,USAPSSC123118,4001,4000,Post Card,,1/1,2018-12-31 00:00:00,Done,0,,Lindsey Hemphill,true,231199,First Class Pre-Sort,Permit Imprint,1070.10,,,1180.00,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 445 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 12/31",,,,,,,,,,,
2018-12-31 07:10:14,63344,,0,Nationwide Marketing Services,USAPSCO123118,6001,6000,Post Card,,1/1,2018-12-31 00:00:00,Done,0,,Lindsey Hemphill,true,231196,First Class Pre-Sort,Permit Imprint,1616.90,,,1770.00,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 667 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 12/31",,,,,,,,,,,
2018-12-31 07:21:42,63345,,0,Nationwide Marketing Services,USAPSTX123118,25501,25500,Post Card,,1/1,2018-12-31 00:00:00,Done,0,,Lindsey Hemphill,true,231190,First Class Pre-Sort,Permit Imprint,6770.38,,,7522.50,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 2,834 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 12/31",,,,,,,,,,,
2018-12-31 08:08:40,63346,,0,Nationwide Marketing Services,USAPSND123118,3501,3500,Post Card,,1/1,2018-12-31 00:00:00,Done,0,,Lindsey Hemphill,true,231204,First Class Pre-Sort,Permit Imprint,909.21,,,1032.50,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 389 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 12/31",,,,,,,,,,,
2018-12-31 08:13:24,63347,,0,TagQuest,FCM Daily Mail HM010119FCM,2,1,Letter,1,1/1,2019-01-02 00:00:00,Done,0,,Deseree Gipson,true,,Full Rate (Stamp Only),Stamp,0.00,0.49,-0.49,0.00,None,8.5x11,20#,,,,White,#10 White,Single Window,,"[""RS W.Sac""]"," ",0,2,0,0,0,,8.5x11,,,,,,"PRINT 1/1
8.5x11 20# white paper

TRI-FOLD

INSERT (1) letter into #10 SW blank white envelope

APPLY full-rate 1st class stamps

MAIL - 1st class ",,,,,,,,,,,
2018-12-31 08:14:09,63348,,0,Nationwide Marketing Services,USAPSTN123118,4575,4574,Post Card,,1/1,2018-12-31 00:00:00,Done,0,,Lindsey Hemphill,true,231206,First Class Pre-Sort,Permit Imprint,1218.13,,,1349.33,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 509 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 12/31",,,,,,,,,,,
2018-12-31 08:21:30,63349,,0,Amerilist Inc,Wellness Method 6x9 PC - 26238,5000,5004,Post Card,,,2019-01-11 00:00:00,Done,0,,Venus De Coy,true,231293,Standard,Permit Imprint,975.89,,,1451.13,Drop Ship,6 x 9,#100,,,,White Gloss Cover,,,,"[""RS W.Sac""]",Jared Phillips,,,0,0,0,,13x19,,,,,,"PRINT 
1/1
4 UP ON 13 X 19 - #100 Gloss Cover 

CUT TO 6 X 9 no bleeds 

MAIL 
sort, bundle and tray, 
Mail: Standard - DROP SHIP 

Due date: 1/11",,,,,,,,,,,
2018-12-31 08:29:17,63350,,0,UDC LLC,UDC Control Half 1.2 AP,4364,4279,Letter,1,1/0,2019-01-02 00:00:00,Done,0,,Megan Thompson,true,231221,Standard,Permit Imprint,1129.15,,,2168.50,PMOD,8.5x11,20#,,,,Pink,#10 White,Half Window,1935,"[""Atlanta Redstone Producton""]",Heather Lunsford,0,1,0,1,0,,8.5x11,,,,,,"400/400
Do not mail Washington DC (city)
Do not mail to Hawaii SCF

Client seed in east coast split:
Kirk Lanahan
2611 Internet Blvd #201
Frisco, TX 75034

Seed in west:
James Brown 

PRINT 1/0
8.5 x 11 Pink 20# paper

TRI-FOLD

INSERT (1) letter into CUSTOM HALF WINDOW envelope with box endicia",,,,,,,,,,,
2018-12-31 08:47:00,63351,,0,UDC LLC,UDC Control Half 1.2 CP,2038,1996,Letter,1,1/0,2019-01-02 00:00:00,Done,0,,Megan Thompson,true,231221,Standard,Permit Imprint,524.48,,,2168.50,PMOD,8.5x11,20#,,,,Pink,#10 White,Half Window,1935,"[""RS W.Sac""]",Heather Lunsford,0,1,0,1,0,,8.5x11,,,,,,"PRINT 1/0
8.5 x 11 Pink 20# paper

TRI-FOLD

INSERT (1) letter into CUSTOM HALF WINDOW envelope with box endicia

PMOD Wednesday 1/2",,,,,,,,,,,
2018-12-31 08:52:09,63352,,0,DG Funding,DG TRIGGER BRANDED IN BROWN KRAFT ENVELOPE 010419,3307,3302,Letter,1,4/4,2019-01-04 00:00:00,Done,0,,Dorothy Nanai,true,231323,First Class Pre-Sort,Permit Imprint,1348.37,,,2714.08,,,20#,,,,White,,,1935,"[""RS W.Sac""]",Bobby Caruso,1,2,0,0,0,,8.5x11,,,,,,"PRINT
4/4
Print 8.5x11 80# offset white paper

FOLD
Tri-fold

INSERT (1)
Insert letter into #10 single window brownkraft envelope with 1st class indicia

MAIL
Sort, bundle, and tray - 1st class 1/4/2019",,,,,,,,,,,
2018-12-31 09:03:50,63353,,0,"FIRST SAVINGS BANK- OHIO ,  CHAD SEELING",FIRST SAVINGS BANK -OHIO   TRIGGERS 010419,3016,3015,Letter,1,4/1,2019-01-04 00:00:00,Done,0,,Dorothy Nanai,true,231357,First Class Pre-Sort,Permit Imprint,1258.53,,,2537.45,,,60#,,,,White,#10 White,Half Window,,"[""RS W.Sac""]",Bobby Caruso,1,2,0,0,1,,8.5x11,,,,,,"PRINT
4/1
Print 8.5x11 60# bond white paper

FOLD
Tri-fold 

INSERT (1)
insert letter into #10 half window white envelope with 1st class indicia

MAIL
Sort, bundle, and tray - 1st class 1/4/2019",,,,,,,,,,,
2018-12-31 09:36:05,63355,,0,Nationwide Marketing Services,EGIS4k123118,4002,4001,Post Card,,1/1,2018-12-31 00:00:00,Done,0,,Lindsey Hemphill,true,231207,First Class Pre-Sort,Permit Imprint,1065.67,,,1160.00,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 445 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 12/31",,,,,,,,,,,
2018-12-31 09:37:19,63356,,0,Nationwide Marketing Services,EGIS4k010219,4002,4001,Post Card,,1/1,2019-01-02 00:00:00,Done,0,,Lindsey Hemphill,true,231208,First Class Pre-Sort,Permit Imprint,1064.72,,,1160.00,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 445 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 1/02",,,,,,,,,,,
2018-12-31 09:39:41,63357,,0,Nationwide Marketing Services,EGIS4k010319,4002,4001,Post Card,,1/1,2019-01-03 00:00:00,Done,0,,Lindsey Hemphill,true,231210,First Class Pre-Sort,Permit Imprint,1063.30,,,1160.00,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 445 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 1/03",,,,,,,,,,,
2018-12-31 09:41:20,63358,,0,Nationwide Marketing Services,EGIS4k010419,4002,4001,Post Card,,1/1,2019-01-04 00:00:00,Done,0,,Lindsey Hemphill,true,231211,First Class Pre-Sort,Permit Imprint,1067.93,,,1160.00,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 445 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 1/04",,,,,,,,,,,
2018-12-31 09:56:50,63359,,0,Nationwide Marketing Services,EGIS2500k123118,2502,2501,Post Card,,1/1,2018-12-31 00:00:00,Done,0,,Lindsey Hemphill,true,231209,First Class Pre-Sort,Permit Imprint,663.44,,,725.00,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 278 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 12/31",,,,,,,,,,,
2018-12-31 09:58:00,63360,,0,Nationwide Marketing Services,EGIS2500k010219,2502,2501,Post Card,,1/1,2019-01-02 00:00:00,Done,0,,Lindsey Hemphill,true,231212,First Class Pre-Sort,Permit Imprint,665.42,,,725.00,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 278 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 1/02",,,,,,,,,,,
2018-12-31 09:59:23,63361,,0,Nationwide Marketing Services,EGIS2500k010319,2502,2501,Post Card,,1/1,2019-01-03 00:00:00,Done,0,,Lindsey Hemphill,true,231213,First Class Pre-Sort,Permit Imprint,666.87,,,725.00,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 278 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 1/03",,,,,,,,,,,
2018-12-31 10:00:22,63362,,0,Nationwide Marketing Services,EGIS2500k010419,2502,2501,Post Card,,1/1,2019-01-04 00:00:00,Done,0,,Lindsey Hemphill,true,231214,First Class Pre-Sort,Permit Imprint,668.50,,,725.00,None,4 x 6,67#,,,,Yellow Vellum Bristol,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,26x40,,,,,,"PRINT 1/1
QTY: 278 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 1/04",,,,,,,,,,,
2018-12-31 10:08:24,63363,,0,"Green Elephant Capital, LLC",GE Homebuyers 010419,6378,6356,Post Card,,,2019-01-04 00:00:00,Done,0,,Dorothy Nanai,true,231284,First Class Pre-Sort,Permit Imprint,1638.92,,,2733.39,,4 x 6,67#,,,,White Vellum Bristol,,,,"[""RS W.Sac""]",Justin Restaino,,,0,0,1,,26x40,,,,,,"PRINT
4/4
Print 9 up on 12x18 67# vellum bristol white paper

CUT
Cut down to final size of 4x6 postcard

MAIL
Sort, bundle, and tray - 1st class 1/4/2019",,,,,,,,,,,
2018-12-31 10:26:42,63364,,0,"Advance Marketing Mail, Inc.",17265 GLF - BL WCHK - CW1 69K 1-2,68768,68768,Snap Pack,,1/1,2019-01-02 00:00:00,Done,0,,Ashley Brogdon,true,,Standard,Permit Imprint,0.00,,,0.00,Drop Ship,8.5x11,20#,C-Fold,Pressure Seal,Blue Window Check Snaps,White,,,1908,"[""RS W.Sac""]",Andy Cody,0,2,0,0,0,,8.5x11,,,,,,"PRINT QTY: 68768

8.5x11 BLUE WINDOW CHECK SNAPS

1/1

TRI-FOLD AND PRESSURE SEAL

SORT, BUNDLE AND TRAY

PREPARE FOR DELIVERY TO THE PO
",,,,,,,,,,,
2018-12-31 10:43:10,63365,,0,"Advance Marketing Mail, Inc.",17266 GLF - BL WCHK - CW2 42K 1-2,41650,41650,Snap Pack,,1/1,2019-01-02 00:00:00,Done,0,,Ashley Brogdon,true,,Standard,Permit Imprint,0.00,,,0.00,Drop Ship,8.5x11,,C-Fold,Pressure Seal,Blue Window Check Snaps,,,,1908,"[""RS W.Sac""]",Andy Cody,0,2,0,0,0,,8.5x11,,,,,,"PRINT QTY: 41650

8.5X11 BLUE WINDOW CHECK SNAPS (WITH ENDORSEMENT LINES IS OKAY)

1/1

TRI-FOLD AND PRESSURE SEAL

SORT, BUNDLE AND TRAY

TAKE TO POST OFFICE FOR VERIFICATION

DROP SHIP WEDNESDAY 1/2/2019",,,,,,,,,,,
2018-12-31 11:00:18,63366,,0,"Advance Marketing Mail, Inc.",17267 GLF - BL WCHK - CP 44K 1-2,43902,43902,Snap Pack,,1/1,2019-01-02 00:00:00,Done,0,,Ashley Brogdon,true,,Standard,Permit Imprint,0.00,,,0.00,PMOD,8.5x11,,C-Fold,Pressure Seal,Blue Window Check Snaps,,,,1908,"[""RS W.Sac""]",Andy Cody,0,2,0,0,0,,8.5x11,,,,,,"Color: 1/1

Paper: 8.5X11, Blue Window Check, 

Folding: C-Fold & Pressure Seal 

Mail,
sort, bundle and Tray-PMOD

DUE: 1/2/2019
",,,,,,,,,,,
